,"gene","target","PID","alnLength","mismatchCount","gapOpenCount","queryStart","queryEnd","subjectStart","subjectEnd","eVal","bitScore","gene_length","COV","BBH"
4616,"SCO2421","SYNPCC7942_RS01925",27.632,228,159,2,18,242,25,249,2.54E-22,89.4,254,0.89763779527559,"<=>"
4726,"SCO2464","SYNPCC7942_RS00405",37.222,540,323,8,106,634,57,591,1.8E-109,338,642,0.841121495327103,"<=>"
4770,"SCO2465","SYNPCC7942_RS03325",50.625,320,130,4,96,395,72,383,2.35E-98,295,396,0.808080808080808,"<=>"
4824,"SCO2494","SYNPCC7942_RS04050",24.012,962,512,38,14,898,18,837,2E-21,96.3,909,1.05830583058306,"<=>"
4826,"SCO2497","SYNPCC7942_RS01440",33.811,349,197,10,9,357,12,326,8.76E-37,133,406,0.859605911330049,"<=>"
4837,"SCO2505","SYNPCC7942_RS06730",30.952,336,203,11,11,328,13,337,1.78E-30,114,328,1.02439024390244,"<=>"
4885,"SCO2507","SYNPCC7942_RS13075",33.468,248,165,0,1,248,5,252,5.24E-37,129,300,0.826666666666667,"<=>"
4889,"SCO2508","SYNPCC7942_RS09160",32.203,118,77,2,11,128,26,140,1.67E-13,60.1,139,0.848920863309353,"<=>"
4892,"SCO2509","SYNPCC7942_RS01345",44.726,237,130,1,25,260,12,248,6.44E-69,210,277,0.855595667870036,"<=>"
4918,"SCO2532","SYNPCC7942_RS09020",47.692,325,158,5,16,337,3,318,3.87E-101,298,359,0.905292479108635,"<=>"
4925,"SCO2539","SYNPCC7942_RS00810",39.216,306,168,6,19,320,15,306,8.69E-60,190,320,0.95625,"<=>"
4933,"SCO2548","SYNPCC7942_RS07115",50,112,55,1,7,117,3,114,4.7E-34,110,117,0.957264957264957,"<=>"
4935,"SCO2552","SYNPCC7942_RS04170",28.326,233,154,4,11,240,10,232,8.43E-18,76.3,249,0.93574297188755,"<=>"
4936,"SCO2554","SYNPCC7942_RS10515",41.053,380,206,5,1,368,1,374,1.55E-85,261,378,1.00529100529101,"<=>"
4947,"SCO2555","SYNPCC7942_RS03160",32.676,355,211,9,2,336,6,352,1.33E-44,152,338,1.05029585798817,"<=>"
4948,"SCO2559","SYNPCC7942_RS12105",37.255,357,204,8,54,402,5,349,1.13E-64,209,435,0.820689655172414,"<=>"
4950,"SCO2561","SYNPCC7942_RS04725",32.119,604,366,11,71,644,59,648,1.32E-80,264,647,0.933539412673879,"<=>"
4953,"SCO2562","SYNPCC7942_RS02440",57.479,595,250,2,19,612,9,601,0,699,622,0.956591639871383,"<=>"
4960,"SCO2563","SYNPCC7942_RS07770",45.455,88,41,2,1,81,1,88,5.55E-13,55.8,88,1,"<=>"
4962,"SCO2571","SYNPCC7942_RS09745",40.379,951,441,20,29,966,26,863,0,622,966,0.984472049689441,"<=>"
4974,"SCO2579","SYNPCC7942_RS00540",25.51,196,129,8,48,237,3,187,1.98E-06,43.5,238,0.823529411764706,"<=>"
4975,"SCO2585","SYNPCC7942_RS11510",40,400,233,2,27,426,22,414,1.18E-85,265,428,0.934579439252336,"<=>"
4977,"SCO2587","SYNPCC7942_RS11160",43.443,366,201,4,11,371,2,366,6.43E-91,274,374,0.978609625668449,"<=>"
4998,"SCO2596","SYNPCC7942_RS06250",68.675,83,25,1,1,82,1,83,7.37E-35,110,84,0.988095238095238,"<=>"
4999,"SCO2597","SYNPCC7942_RS06245",32.075,106,70,2,2,106,3,107,6.01E-05,35.8,106,1,"<=>"
5006,"SCO2607","SYNPCC7942_RS05660",35.363,427,211,12,18,397,11,419,6.99E-65,209,398,1.07286432160804,"<=>"
5008,"SCO2608","SYNPCC7942_RS02950",28.999,669,369,22,6,662,10,584,1.45E-56,200,769,0.869960988296489,"<=>"
5014,"SCO2611","SYNPCC7942_RS01530",62.315,337,124,3,8,342,9,344,8.91E-146,412,343,0.982507288629738,"<=>"
5019,"SCO2612","SYNPCC7942_RS12670",46.565,131,69,1,3,133,4,133,3.25E-41,131,137,0.956204379562044,"<=>"
5020,"SCO2614","SYNPCC7942_RS04855",28.684,380,247,6,11,388,8,365,8.23E-39,141,444,0.855855855855856,"<=>"
5021,"SCO2615","SYNPCC7942_RS03010",45.624,914,431,19,13,871,5,907,0,757,874,1.04576659038902,"<=>"
5026,"SCO2617","SYNPCC7942_RS12825",59.361,438,139,6,11,414,8,440,0,508,428,1.02336448598131,"<=>"
5033,"SCO2618","SYNPCC7942_RS12820",50,216,103,2,19,230,15,229,5.36E-73,219,236,0.915254237288135,"<=>"
5040,"SCO2619","SYNPCC7942_RS12885",42.932,191,89,4,43,213,32,222,6.17E-41,135,219,0.872146118721461,"<=>"
5046,"SCO2633","SYNPCC7942_RS04145",41.885,191,92,5,4,186,3,182,6.01E-41,135,213,0.896713615023474,"<=>"
5050,"SCO2640","SYNPCC7942_RS09375",48.387,341,152,5,2,332,15,341,4.55E-95,283,340,1.00294117647059,"<=>"
5140,"SCO2677","SYNPCC7942_RS07070",38.391,547,327,4,1,539,6,550,2.14E-106,329,547,1,"<=>"
5228,"SCO2688","SYNPCC7942_RS01030",40,370,193,7,1,367,9,352,3.36E-74,231,381,0.971128608923884,"<=>"
5308,"SCO2731","SYNPCC7942_RS08020",44.98,767,372,13,21,760,2,745,0,556,760,1.00921052631579,"<=>"
5318,"SCO2736","SYNPCC7942_RS03140",38.734,395,222,8,38,429,2,379,1.44E-85,263,429,0.920745920745921,"<=>"
5498,"SCO2772","SYNPCC7942_RS10085",28.115,313,158,12,34,321,27,297,2.88E-12,62.8,326,0.960122699386503,"<=>"
5506,"SCO2782","SYNPCC7942_RS11740",34.375,416,249,8,56,464,65,463,4.8E-54,185,480,0.866666666666667,"<=>"
5675,"SCO2894","SYNPCC7942_RS00905",43.333,300,167,2,55,354,29,325,5.35E-75,231,354,0.847457627118644,"<=>"
5721,"SCO2895","SYNPCC7942_RS04155",24.632,272,181,8,34,295,3,260,2.68E-07,47,295,0.922033898305085,"<=>"
5728,"SCO2901","SYNPCC7942_RS09175",47.682,151,79,0,5,155,3,153,2.76E-46,145,155,0.974193548387097,"<=>"
5734,"SCO2902","SYNPCC7942_RS06485",47.739,199,93,4,1,198,1,189,1.33E-48,154,200,0.995,"<=>"
5735,"SCO2904","SYNPCC7942_RS05505",51.883,239,107,3,3,239,5,237,1.01E-79,236,245,0.975510204081633,"<=>"
5739,"SCO2910","anL49",39.865,296,166,4,10,295,12,305,1.65E-59,190,316,0.936708860759494,"<=>"
5744,"SCO2911","SYNPCC7942_RS09050",51.648,91,43,1,1,90,1,91,1.03E-29,98.2,92,0.989130434782608,"<=>"
5748,"SCO2925","SYNPCC7942_RS01405",37.47,419,258,3,73,488,47,464,1.52E-86,271,488,0.858606557377049,"<=>"
5817,"SCO2949","SYNPCC7942_RS03670",33.875,431,262,4,14,441,3,413,5.81E-57,190,448,0.962053571428571,"<=>"
5838,"SCO2966","SYNPCC7942_RS09120",47.682,151,78,1,1,150,1,151,7.14E-47,146,159,0.949685534591195,"<=>"
5891,"SCO2972","SYNPCC7942_RS02060",43.646,362,203,1,1,361,1,362,3.77E-105,310,368,0.983695652173913,"<=>"
6000,"SCO3009","SYNPCC7942_RS11950",30.698,215,112,7,27,233,3,188,1.07E-22,89,254,0.846456692913386,"<=>"
6014,"SCO3013","SYNPCC7942_RS07435",46.552,232,114,3,2,224,1,231,1.18E-64,197,229,1.01310043668122,"<=>"
6038,"SCO3014","SYNPCC7942_RS10100",39.316,351,181,5,28,367,11,340,1.41E-71,224,380,0.923684210526316,"<=>"
6041,"SCO3023","SYNPCC7942_RS03170",41.649,461,217,5,10,470,11,419,8.68E-96,292,485,0.950515463917526,"<=>"
6066,"SCO3052","SYNPCC7942_RS05000",39.158,475,240,11,3,444,1,459,3.94E-97,296,447,1.06263982102908,"<=>"
6070,"SCO3060","SYNPCC7942_RS07305",37.666,377,222,8,33,405,12,379,2.76E-63,205,411,0.917274939172749,"<=>"
6172,"SCO3092","SYNPCC7942_RS00515",30.303,396,249,9,8,392,33,412,2.12E-46,162,446,0.887892376681614,"<=>"
6176,"SCO3096","SYNPCC7942_RS03280",66.667,411,136,1,7,417,12,421,0,551,426,0.964788732394366,"<=>"
6186,"SCO3109","SYNPCC7942_RS06780",38.208,1094,602,20,39,1112,38,1077,0,679,1184,0.923986486486486,"<=>"
6191,"SCO3111","SYNPCC7942_RS07235",49.099,222,106,3,26,243,14,232,1.68E-61,190,262,0.847328244274809,"<=>"
6237,"SCO3122","SYNPCC7942_RS01465",42.444,450,252,4,8,457,3,445,2.19E-115,343,482,0.933609958506224,"<=>"
6238,"SCO3123","SYNPCC7942_RS10710",46.965,313,161,4,11,321,21,330,1.36E-94,280,324,0.966049382716049,"<=>"
6239,"SCO3125","SYNPCC7942_RS01155",36.548,197,115,4,10,200,6,198,1.19E-36,123,200,0.985,"<=>"
6240,"SCO3127","SYNPCC7942_RS11450",35.348,976,529,20,27,911,43,1007,3.85E-167,510,911,1.07135016465423,"<=>"
6241,"SCO3128","SYNPCC7942_RS13015",32.082,293,169,7,24,308,2,272,1.33E-43,148,336,0.87202380952381,"<=>"
6246,"SCO3133","SYNPCC7942_RS05940",43.836,146,82,0,3,148,4,149,2.18E-34,115,165,0.884848484848485,"<=>"
6248,"SCO3137","SYNPCC7942_RS01630",50.307,326,143,6,6,317,7,327,1.18E-99,293,321,1.01557632398754,"<=>"
6335,"SCO3148","SYNPCC7942_RS01580",34.164,281,170,7,2,270,3,280,6.62E-38,133,299,0.939799331103679,"<=>"
6337,"SCO3149","SYNPCC7942_RS01585",33.835,266,156,6,26,278,2,260,6.28E-38,131,286,0.93006993006993,"<=>"
6339,"SCO3153","SYNPCC7942_RS00885",45.018,271,145,3,3,272,7,274,2.54E-66,205,286,0.947552447552448,"<=>"
6392,"SCO3171","SYNPCC7942_RS04015",26.642,274,158,10,44,296,27,278,1.2E-10,57.4,314,0.872611464968153,"<=>"
6399,"SCO3175","SYNPCC7942_RS04695",30.827,133,87,2,7,138,17,145,5.94E-14,62.4,161,0.826086956521739,"<=>"
6403,"SCO3181","SYNPCC7942_RS06585",34.314,408,224,13,22,420,28,400,3.23E-46,160,424,0.962264150943396,"<=>"
6409,"SCO3183","SYNPCC7942_RS06650",30.526,190,116,6,12,199,9,184,3.81E-05,39.3,204,0.931372549019608,"<=>"
6414,"SCO3188","SYNPCC7942_RS04750",43.58,257,130,4,6,256,3,250,1.1E-61,193,280,0.917857142857143,"<=>"
6415,"SCO3190","SYNPCC7942_RS10095",34.559,136,72,5,13,148,15,133,3.79E-14,62,156,0.871794871794872,"<=>"
6430,"SCO3212","SYNPCC7942_RS10765",46.181,288,152,2,37,321,56,343,7.51E-56,182,335,0.859701492537313,"<=>"
6607,"SCO3282","SYNPCC7942_RS09395",57.005,207,89,0,12,218,2,208,2.31E-79,233,218,0.94954128440367,"<=>"
6608,"SCO3283","SYNPCC7942_RS00110",52.479,242,111,3,3,243,4,242,3.58E-75,225,255,0.949019607843137,"<=>"
6611,"SCO3297","SYNPCC7942_RS13780",31.183,93,63,1,6,98,3,94,6.38E-08,43.5,112,0.830357142857143,"<=>"
6617,"SCO3304","SYNPCC7942_RS08055",41.876,597,320,11,2,586,3,584,4.04E-153,449,586,1.01877133105802,"<=>"
6622,"SCO3311","SYNPCC7942_RS09105",52.905,327,147,5,7,329,2,325,2.61E-111,323,330,0.990909090909091,"<=>"
6643,"SCO3333","SYNPCC7942_RS00420",45.116,215,112,3,3,215,6,216,1.22E-51,163,215,1,"<=>"
6649,"SCO3337","SYNPCC7942_RS10440",42.481,266,148,5,15,278,1,263,3.45E-59,186,284,0.936619718309859,"<=>"
6705,"SCO3345","SYNPCC7942_RS03210",68.226,620,188,4,1,616,1,615,0,849,617,1.00486223662885,"<=>"
6708,"SCO3351","SYNPCC7942_RS07430",44.516,465,234,6,8,450,2,464,8.71E-123,363,469,0.991471215351812,"<=>"
6753,"SCO3373","SYNPCC7942_RS01325",60.12,830,312,7,1,821,1,820,0,982,841,0.98692033293698,"<=>"
6758,"SCO3381","SYNPCC7942_RS04890",37.884,293,167,7,39,326,6,288,5.02E-48,159,329,0.890577507598784,"<=>"
6759,"SCO3382","SYNPCC7942_RS09540",43.113,559,272,17,10,547,6,539,2.4E-117,355,580,0.963793103448276,"<=>"
6784,"SCO3397","SYNPCC7942_RS04260",29.026,503,328,13,76,569,74,556,8.15E-35,135,601,0.8369384359401,"<=>"
6785,"SCO3398","SYNPCC7942_RS11705",47.212,269,134,2,19,284,11,274,1.93E-65,202,288,0.934027777777778,"<=>"
6786,"SCO3400","SYNPCC7942_RS00200",30.252,119,82,1,1,118,1,119,4.6E-13,57.8,119,1,"<=>"
6788,"SCO3403","SYNPCC7942_RS08155",58.659,179,70,3,22,198,29,205,6.45E-69,206,201,0.890547263681592,"<=>"
6789,"SCO3404","SYNPCC7942_RS01515",52.046,611,262,10,4,600,10,603,0,596,668,0.914670658682635,"<=>"
6797,"SCO3406","SYNPCC7942_RS05825",33.333,324,195,10,25,340,1,311,6.29E-29,110,352,0.920454545454545,"<=>"
6800,"SCO3409","SYNPCC7942_RS07080",47.097,155,81,1,4,158,16,169,1.06E-47,149,163,0.950920245398773,"<=>"
6856,"SCO3429","SYNPCC7942_RS00210",51.515,66,32,0,1,66,1,66,2.85E-18,68.2,78,0.846153846153846,"<=>"
6857,"SCO3430","SYNPCC7942_RS02280",50.495,101,49,1,1,101,1,100,1.73E-30,100,101,1,"<=>"
6935,"SCO3460","SYNPCC7942_RS05730",39.224,464,260,8,40,485,38,497,1.48E-90,283,505,0.918811881188119,"<=>"
7002,"SCO3543","SYNPCC7942_RS07245",49.432,880,378,17,13,873,3,834,0,769,952,0.92436974789916,"<=>"
7012,"SCO3563","SYNPCC7942_RS06910",55.963,654,274,6,1,641,1,653,0,730,651,1.00460829493088,"<=>"
7025,"SCO3569","SYNPCC7942_RS02285",49.02,204,103,1,2,204,10,213,3.92E-62,191,250,0.816,"<=>"
7028,"SCO3571","SYNPCC7942_RS06370",30.392,204,140,2,2,204,4,206,1.08E-18,78.2,224,0.910714285714286,"<=>"
7113,"SCO3618","SYNPCC7942_RS07005",52.406,187,88,1,9,195,12,197,3.04E-68,204,199,0.939698492462312,"<=>"
7124,"SCO3629","SYNPCC7942_RS12245",55.107,421,189,0,1,421,1,421,4.64E-167,473,427,0.985948477751756,"<=>"
7236,"SCO3661","SYNPCC7942_RS05590",54.407,851,377,7,4,848,8,853,0,933,865,0.983815028901734,"<=>"
7254,"SCO3671","SYNPCC7942_RS12545",60.443,632,224,6,1,608,1,630,0,736,618,1.02265372168285,"<=>"
7261,"SCO3677","SYNPCC7942_RS08810",28.082,146,94,5,13,153,12,151,1.13E-10,53.5,165,0.884848484848485,"<=>"
7262,"SCO3678","SYNPCC7942_RS03695",35.519,183,102,8,1,181,1,169,2.59E-25,93.2,191,0.958115183246073,"<=>"
7282,"SCO3698","SYNPCC7942_RS09835",31.742,356,219,5,19,363,10,352,7.4E-35,127,369,0.964769647696477,"<=>"
7288,"SCO3704","SYNPCC7942_RS07825",24.779,226,162,6,51,269,45,269,6.9E-11,57.4,269,0.840148698884758,"<=>"
7293,"SCO3705","SYNPCC7942_RS08600",36.585,246,144,5,38,272,25,269,1.1E-33,120,283,0.869257950530035,"<=>"
7349,"SCO3714","SYNPCC7942_RS09345",29.769,346,206,13,45,368,34,364,1.96E-36,134,407,0.85012285012285,"<=>"
7350,"SCO3716","SYNPCC7942_RS08515",37.198,207,108,6,10,215,4,189,5.03E-21,83.6,225,0.92,"<=>"
7351,"SCO3717","SYNPCC7942_RS08510",59.828,697,249,12,22,700,7,690,0,762,707,0.985855728429986,"<=>"
7356,"SCO3718","SYNPCC7942_RS08505",39.074,540,309,9,25,552,21,552,5.26E-98,305,554,0.974729241877256,"<=>"
7388,"SCO3741","SYNPCC7942_RS05195",46.774,248,118,5,15,248,9,256,1.28E-66,204,256,0.96875,"<=>"
7553,"SCO3792","SYNPCC7942_RS05845",41.729,532,290,8,14,537,5,524,2.07E-137,405,538,0.988847583643122,"<=>"
7566,"SCO3795","SYNPCC7942_RS06715",43.75,592,310,10,5,579,2,587,1.94E-163,476,587,1.00851788756388,"<=>"
7576,"SCO3807","SYNPCC7942_RS11980",36.1,241,143,5,32,262,35,274,2.15E-39,134,264,0.912878787878788,"<=>"
7658,"SCO3825","SYNPCC7942_RS06685",25,252,170,9,20,259,1,245,4.85E-10,55.1,282,0.893617021276596,"<=>"
7665,"SCO3830","SYNPCC7942_RS00725",43.144,299,161,5,11,306,6,298,7.33E-73,225,334,0.895209580838323,"<=>"
7693,"SCO3851","SYNPCC7942_RS02040",53.608,194,81,4,5,190,2,194,1.16E-63,192,212,0.915094339622642,"<=>"
7706,"SCO3873","SYNPCC7942_RS01295",47.381,859,410,7,12,838,6,854,0,757,857,1.00233372228705,"<=>"
7708,"SCO3874","SYNPCC7942_RS12640",52.705,647,283,10,33,675,5,632,0,603,686,0.943148688046647,"<=>"
7709,"SCO3876","SYNPCC7942_RS11435",36.08,352,214,4,1,349,1,344,2.78E-44,154,373,0.943699731903485,"<=>"
7717,"SCO3880","SYNPCC7942_RS08235",55.556,45,20,0,1,45,1,45,1.58E-11,48.9,45,1,"<=>"
7728,"SCO3889","SYNPCC7942_RS09285",49.505,101,51,0,8,108,7,107,1.42E-38,122,110,0.918181818181818,"<=>"
7740,"SCO3896","SYNPCC7942_RS04095",28.188,447,247,16,45,480,26,409,1.87E-26,107,483,0.925465838509317,"<=>"
7747,"SCO3906","SYNPCC7942_RS00060",34.409,93,61,0,3,95,5,97,2.66E-15,62.4,96,0.96875,"<=>"
7750,"SCO3909","SYNPCC7942_RS13005",39.597,149,86,4,1,147,5,151,7.69E-24,87.4,148,1.00675675675676,"<=>"
7752,"SCO3911","SYNPCC7942_RS06775",39.22,436,259,3,56,489,16,447,1.89E-123,365,491,0.887983706720978,"<=>"
7757,"SCO3917","SYNPCC7942_RS10725",21.306,291,193,7,6,272,3,281,6.87E-06,42.7,288,1.01041666666667,"<=>"
7764,"SCO3921","SYNPCC7942_RS02360",37.342,158,97,1,1,158,1,156,4.46E-29,101,164,0.963414634146341,"<=>"
7765,"SCO3922","SYNPCC7942_RS11070",40.496,121,63,2,3,123,2,113,8.56E-18,69.7,125,0.968,"<=>"
7775,"SCO3945","SYNPCC7942_RS08980",35.181,469,264,8,9,472,18,451,3.91E-77,246,501,0.936127744510978,"<=>"
7776,"SCO3946","SYNPCC7942_RS08975",29.738,343,208,7,3,328,8,334,3.88E-40,140,334,1.02694610778443,"<=>"
7970,"SCO3961","SYNPCC7942_RS02295",42.488,426,227,7,1,414,1,420,1.98E-109,325,425,1.00235294117647,"<=>"
7971,"SCO3962","SYNPCC7942_RS04540",32.5,280,178,4,6,279,14,288,3.31E-33,120,310,0.903225806451613,"<=>"
7972,"SCO3970","SYNPCC7942_RS00370",33.478,460,240,13,61,483,6,436,8.39E-56,189,491,0.936863543788187,"<=>"
8059,"SCO4041","SYNPCC7942_RS08725",40.187,214,121,5,3,211,4,215,8.21E-47,150,214,1,"<=>"
8060,"SCO4051","SYNPCC7942_RS09630",40.881,159,87,3,8,162,6,161,4.64E-32,109,165,0.963636363636364,"<=>"
8073,"SCO4068","SYNPCC7942_RS04760",49.524,420,198,3,1,409,1,417,2.15E-111,330,416,1.00961538461538,"<=>"
8075,"SCO4071","SYNPCC7942_RS04770",27.642,246,122,13,40,268,27,233,1.82E-07,47.4,299,0.822742474916388,"<=>"
8139,"SCO4077","SYNPCC7942_RS04230",35.714,84,51,1,6,89,8,88,2.3E-14,59.3,90,0.933333333333333,"<=>"
8140,"SCO4078","SYNPCC7942_RS04235",54.091,220,97,3,5,223,3,219,2.42E-79,234,226,0.973451327433628,"<=>"
8141,"SCO4079","SYNPCC7942_RS00015",46.459,706,332,11,26,696,18,712,0,575,752,0.938829787234042,"<=>"
8147,"SCO4086","SYNPCC7942_RS00020",53.236,479,206,5,41,512,23,490,2.42E-174,498,530,0.90377358490566,"<=>"
8149,"SCO4087","SYNPCC7942_RS04395",44.411,331,181,2,8,337,2,330,6.64E-83,252,355,0.932394366197183,"<=>"
8153,"SCO4098","SYNPCC7942_RS03610",49.751,201,98,2,1,199,12,211,7.65E-68,204,216,0.930555555555556,"<=>"
8158,"SCO4103","SYNPCC7942_RS01305",36.872,358,195,11,24,371,28,364,1.89E-63,206,423,0.846335697399527,"<=>"
8197,"SCO4139","SYNPCC7942_RS12405",56.42,257,106,3,5,258,11,264,1.79E-106,305,258,0.996124031007752,"<=>"
8256,"SCO4145","SYNPCC7942_RS08000",52.585,677,294,5,92,742,30,705,0,689,774,0.874677002583979,"<=>"
8307,"SCO4152","SYNPCC7942_RS03995",22.892,498,276,24,103,569,47,467,2.42E-05,43.1,612,0.813725490196078,"<=>"
8325,"SCO4156","SYNPCC7942_RS07185",47.391,230,116,1,16,245,2,226,4.02E-60,186,248,0.92741935483871,"<=>"
8362,"SCO4164","SYNPCC7942_RS08605",30.903,288,173,10,7,281,45,319,1.09E-29,110,281,1.02491103202847,"<=>"
8373,"SCO4180","SYNPCC7942_RS05070",34.074,135,83,3,7,136,9,142,1.95E-20,78.2,145,0.931034482758621,"<=>"
8380,"SCO4185","SYNPCC7942_RS00840",34.122,296,172,7,27,314,11,291,4.24E-39,137,336,0.880952380952381,"<=>"
8403,"SCO4228","SYNPCC7942_RS09700",27.57,214,152,3,2,214,13,224,2.23E-19,79.7,229,0.934497816593886,"<=>"
8442,"SCO4233","SYNPCC7942_RS03490",38.889,234,131,5,37,267,4,228,2.17E-40,136,270,0.866666666666667,"<=>"
8443,"SCO4234","SYNPCC7942_RS06000",40.127,157,88,3,16,168,5,159,9.09E-32,108,170,0.923529411764706,"<=>"
8444,"SCO4235","SYNPCC7942_RS08475",37.195,492,263,10,148,609,1,476,2.38E-98,305,613,0.802610114192496,"<=>"
8453,"SCO4240","SYNPCC7942_RS04935",46.489,413,159,8,1,374,1,390,4.45E-116,339,378,1.09259259259259,"<=>"
8569,"SCO4293","SYNPCC7942_RS09055",53.828,418,184,6,11,425,2,413,7.78E-156,444,428,0.976635514018692,"<=>"
8574,"SCO4296","SYNPCC7942_RS11760",60.367,545,211,3,1,541,1,544,0,624,541,1.00739371534196,"<=>"
8582,"SCO4307","SYNPCC7942_RS13120",47.26,292,154,0,17,308,11,302,8.6E-74,226,311,0.938906752411576,"<=>"
8589,"SCO4337","SYNPCC7942_RS04100",24.165,389,283,7,43,422,17,402,2.16E-15,73.9,459,0.847494553376906,"<=>"
8597,"SCO4359","SYNPCC7942_RS10915",43.131,313,169,4,6,311,4,314,1.18E-69,217,336,0.931547619047619,"<=>"
8643,"SCO4360","SYNPCC7942_RS10920",25.847,236,164,5,17,247,14,243,9.24E-10,54.3,280,0.842857142857143,"<=>"
8747,"SCO4403","SYNPCC7942_RS05175",46.953,279,146,2,20,297,7,284,3.73E-85,253,297,0.939393939393939,"<=>"
8801,"SCO4416","SYNPCC7942_RS04350",28.398,412,238,17,23,391,30,427,1.57E-19,86.3,401,1.02743142144638,"<=>"
8817,"SCO4444","SYNPCC7942_RS06220",46.835,158,80,1,36,193,14,167,5.04E-50,156,193,0.818652849740933,"<=>"
8827,"SCO4469","SYNPCC7942_RS03310",47.796,431,220,2,7,436,6,432,1.68E-135,393,438,0.984018264840183,"<=>"
8836,"SCO4473","SYNPCC7942_RS01645",26.033,242,149,6,3,231,20,244,5.74E-05,39.7,253,0.956521739130435,"<=>"
8864,"SCO4490","SYNPCC7942_RS13180",41.975,486,272,6,5,485,4,484,1.85E-125,371,485,1.0020618556701,"<=>"
8868,"SCO4492","SYNPCC7942_RS09685",44.498,209,108,3,1,209,7,207,2.85E-37,125,216,0.967592592592593,"<=>"
8903,"SCO4556","SYNPCC7942_RS05635",32.883,222,139,3,10,222,6,226,1.2E-29,107,231,0.961038961038961,"<=>"
8917,"SCO4565","SYNPCC7942_RS08870",38.35,412,220,5,37,440,9,394,4.82E-92,280,440,0.936363636363636,"<=>"
8926,"SCO4573","SYNPCC7942_RS10025",39.577,614,343,10,52,647,58,661,1.68E-116,359,654,0.938837920489297,"<=>"
8954,"SCO4583","SYNPCC7942_RS12000",36,325,194,4,15,334,6,321,5.05E-51,169,336,0.967261904761905,"<=>"
8956,"SCO4585","SYNPCC7942_RS00335",36.624,314,174,8,21,319,1,304,6.77E-45,152,327,0.960244648318043,"<=>"
9007,"SCO4602","SYNPCC7942_RS06865",39.557,316,163,5,29,319,52,364,1.7E-66,209,322,0.981366459627329,"<=>"
9010,"SCO4604","SYNPCC7942_RS06875",38.554,166,86,6,22,176,9,169,5.43E-18,74.7,197,0.842639593908629,"<=>"
9014,"SCO4606","SYNPCC7942_RS10600",28.741,588,322,16,84,656,87,592,2.4E-35,137,664,0.885542168674699,"<=>"
9021,"SCO4607","SYNPCC7942_RS03125",37.204,465,250,9,68,528,55,481,3.29E-73,238,534,0.870786516853933,"<=>"
9030,"SCO4608","SYNPCC7942_RS07240",33.846,455,275,9,29,480,15,446,1.37E-61,207,515,0.883495145631068,"<=>"
9036,"SCO4614","SYNPCC7942_RS04460",43.75,160,88,2,4,162,5,163,8.59E-40,129,162,0.987654320987654,"<=>"
9041,"SCO4634","SYNPCC7942_RS02890",26.142,394,241,14,36,391,42,423,9.56E-11,59.7,434,0.907834101382488,"<=>"
9042,"SCO4635","SYNPCC7942_RS13735",47.541,61,23,1,3,54,4,64,1.39E-13,55.1,54,1.12962962962963,"<=>"
9051,"SCO4643","SYNPCC7942_RS08855",26.257,358,187,11,30,380,8,295,1.57E-17,78.6,383,0.934725848563969,"<=>"
9053,"SCO4645","SYNPCC7942_RS12930",46.154,390,200,2,11,400,2,381,9.66E-119,347,408,0.955882352941176,"<=>"
9061,"SCO4648","SYNPCC7942_RS03255",68.613,137,43,0,6,142,3,139,8.96E-68,198,144,0.951388888888889,"<=>"
9062,"SCO4649","SYNPCC7942_RS03250",51.282,234,113,1,3,236,4,236,3.76E-79,234,241,0.970954356846473,"<=>"
9063,"SCO4652","SYNPCC7942_RS03245",34.132,167,100,3,10,170,12,174,7.08E-24,89,176,0.948863636363636,"<=>"
9064,"SCO4653","SYNPCC7942_RS03240",51.22,123,58,2,7,127,6,128,1.54E-22,82.4,127,0.968503937007874,"<=>"
9065,"SCO4654","SYNPCC7942_RS07780",55.497,1137,429,16,32,1156,12,1083,0,1210,1161,0.979328165374677,"<=>"
9074,"SCO4659","SYNPCC7942_RS04570",77.236,123,28,0,1,123,1,123,5.66E-69,199,123,1,"<=>"
9075,"SCO4660","SYNPCC7942_RS04565",51.923,156,75,0,1,156,1,156,2.57E-57,172,156,1,"<=>"
9076,"SCO4661","SYNPCC7942_RS04560",57.812,704,281,9,5,707,4,692,0,809,708,0.994350282485876,"<=>"
9085,"SCO4662","SYNPCC7942_RS04555",68.293,410,112,5,1,395,1,407,0,543,397,1.03274559193955,"<=>"
9154,"SCO4701","SYNPCC7942_RS04550",62.745,102,38,0,1,102,4,105,2.84E-48,145,102,1,"<=>"
9155,"SCO4702","SYNPCC7942_RS11335",50.49,204,100,1,7,210,4,206,1.43E-69,208,214,0.953271028037383,"<=>"
9156,"SCO4703","SYNPCC7942_RS11330",40.609,197,111,4,11,204,11,204,1.04E-41,137,219,0.899543378995434,"<=>"
9158,"SCO4705","SYNPCC7942_RS11320",57.196,271,112,4,1,268,1,270,1.55E-102,297,278,0.974820143884892,"<=>"
9159,"SCO4706","SYNPCC7942_RS11315",69.231,91,28,0,1,91,1,91,5.75E-46,139,93,0.978494623655914,"<=>"
9160,"SCO4707","SYNPCC7942_RS11310",54.867,113,50,1,9,121,5,116,1.84E-38,122,125,0.904,"<=>"
9162,"SCO4709","SYNPCC7942_RS11300",54.745,137,61,1,1,136,1,137,1.28E-52,159,139,0.985611510791367,"<=>"
