,"gene","target","PID","alnLength","mismatchCount","gapOpenCount","queryStart","queryEnd","subjectStart","subjectEnd","eVal","bitScore","gene_length","COV","BBH"
2678,"SYNPCC7942_RS04790","b0181",44.813,241,128,2,2,241,5,241,6.27E-69,211,268,0.899253731343284,"<=>"
2682,"SYNPCC7942_RS04795","b0182",28.871,381,255,8,11,388,14,381,3.18E-37,136,399,0.954887218045113,"<=>"
2684,"SYNPCC7942_RS04815","b2668",42.012,169,92,4,16,180,6,172,7.08E-37,123,181,0.933701657458564,"<=>"
2692,"SYNPCC7942_RS04830","b2750",58.763,194,79,1,9,202,7,199,3.66E-81,237,208,0.932692307692308,"<=>"
2693,"SYNPCC7942_RS04840","b3352",36.185,561,332,10,16,569,16,557,8.89E-107,331,569,0.985940246045694,"<=>"
2848,"SYNPCC7942_RS04850","b1748",41.058,397,226,3,14,409,1,390,1.92E-102,307,422,0.940758293838863,"<=>"
2855,"SYNPCC7942_RS04855","b2315",31.785,409,255,8,10,408,20,414,8.1E-51,173,412,0.992718446601942,"<=>"
2858,"SYNPCC7942_RS04870","b3450",45.484,310,161,4,5,308,3,310,1.8E-93,280,355,0.873239436619718,"<=>"
2952,"SYNPCC7942_RS04875","b1312",32.046,259,173,2,18,275,24,280,8.13E-37,129,275,0.941818181818182,"<=>"
2962,"SYNPCC7942_RS04880","b1311",31.636,275,172,5,21,291,30,292,4.29E-38,133,292,0.941780821917808,"<=>"
2969,"SYNPCC7942_RS04890","b0109",41.758,273,147,6,22,288,31,297,1.42E-48,160,288,0.947916666666667,"<=>"
2973,"SYNPCC7942_RS04920","b1270",41.709,199,113,2,17,215,1,196,4.73E-53,166,215,0.925581395348837,"<=>"
2974,"SYNPCC7942_RS04925","b2500",35.359,181,117,0,22,202,5,185,1.55E-38,129,209,0.866028708133971,"<=>"
2984,"SYNPCC7942_RS04935","b1318",45.93,344,151,5,1,342,1,311,1.04E-95,286,395,0.870886075949367,"<=>"
3074,"SYNPCC7942_RS04945","b3289",39.163,406,224,10,43,444,40,426,6.62E-74,235,451,0.900221729490022,"<=>"
3083,"SYNPCC7942_RS04970","b3805",49.18,305,152,1,9,313,6,307,2.11E-97,287,320,0.953125,"<=>"
3084,"SYNPCC7942_RS04980","b3830",53.992,263,119,2,14,274,4,266,3.79E-104,301,275,0.956363636363636,"<=>"
3086,"SYNPCC7942_RS04995","b4243",52.033,123,54,3,8,128,7,126,1.35E-37,121,130,0.946153846153846,"<=>"
3092,"SYNPCC7942_RS05000","b3787",26.852,432,270,14,3,422,6,403,9.28E-31,120,460,0.939130434782609,"<=>"
3093,"SYNPCC7942_RS05005","b0082",44.089,313,140,8,10,292,4,311,1.96E-72,223,296,1.05743243243243,"<=>"
3103,"SYNPCC7942_RS05035","b3823",25.743,202,137,6,40,231,4,202,6.53E-07,45.4,239,0.845188284518828,"<=>"
3106,"SYNPCC7942_RS05065","b3628",26.198,313,194,14,1,302,1,287,1.53E-14,71.2,383,0.817232375979112,"<=>"
3109,"SYNPCC7942_RS05070","b0683",35.659,129,81,2,12,140,8,134,1.04E-19,77,147,0.877551020408163,"<=>"
3111,"SYNPCC7942_RS13875","b1993",32.609,184,106,5,1,169,1,181,1.41E-22,86.7,180,1.02222222222222,"<=>"
3124,"SYNPCC7942_RS05145","b1264",36.609,519,258,16,30,504,19,510,2.99E-80,257,517,1.00386847195358,"<=>"
3129,"SYNPCC7942_RS05155","b3885",29.57,186,118,3,11,193,4,179,3.04E-19,79,209,0.889952153110048,"<=>"
3132,"SYNPCC7942_RS05170","b1611",57.895,456,192,0,8,463,5,460,0,533,463,0.98488120950324,"<=>"
3135,"SYNPCC7942_RS05175","b1232",47.619,273,137,4,12,283,13,280,4.4E-80,241,284,0.961267605633803,"<=>"
3140,"SYNPCC7942_RS05185","b1269",34.959,246,154,5,1,241,1,245,3.36E-35,124,243,1.01234567901235,"<=>"
3163,"SYNPCC7942_RS05190","b3869",27.473,364,220,17,51,395,8,346,2.18E-09,55.5,413,0.88135593220339,"<=>"
3165,"SYNPCC7942_RS05195","b0399",45.339,236,115,4,23,256,2,225,5.45E-63,194,257,0.918287937743191,"<=>"
3232,"SYNPCC7942_RS05230","b1864",41.2,250,142,4,1,249,1,246,1.74E-58,183,253,0.988142292490118,"<=>"
3235,"SYNPCC7942_RS05245","b2261",28.413,271,174,9,22,283,20,279,7.46E-12,62,316,0.857594936708861,"<=>"
3242,"SYNPCC7942_RS05260","b1533",23.929,280,196,7,31,301,16,287,7.25E-08,50.1,330,0.848484848484848,"<=>"
3247,"SYNPCC7942_RS05285","b3770",34.884,301,183,6,7,298,8,304,4.06E-58,186,304,0.990131578947368,"<=>"
3249,"SYNPCC7942_RS05290","b2021",31.18,356,202,17,20,362,27,352,1.28E-31,119,373,0.954423592493298,"<=>"
3252,"SYNPCC7942_RS05325","b2938",41.641,646,348,10,17,648,25,655,4.66E-172,503,651,0.992319508448541,"<=>"
3256,"SYNPCC7942_RS05425","b4407",25.806,62,46,0,9,70,5,66,0.000594,32,70,0.885714285714286,"<=>"
3268,"SYNPCC7942_RS05505","b3643",54.028,211,95,1,4,212,1,211,2.72E-79,235,238,0.886554621848739,"<=>"
3269,"SYNPCC7942_RS05535","b3652",42.385,696,349,14,125,796,11,678,5.11E-153,461,817,0.851897184822521,"<=>"
3273,"SYNPCC7942_RS05555","b4242",30.381,813,485,22,26,824,51,796,1.95E-98,326,926,0.877969762419006,"<=>"
3283,"SYNPCC7942_RS05570","b3432",47.745,754,357,9,9,757,2,723,0,699,774,0.974160206718346,"<=>"
3286,"SYNPCC7942_RS05575","b3997",38.484,343,208,2,9,348,8,350,4.17E-84,256,354,0.968926553672316,"<=>"
3287,"SYNPCC7942_RS05590","b2592",56.744,860,358,7,7,861,4,854,0,967,874,0.983981693363844,"<=>"
3291,"SYNPCC7942_RS05610","b1640",39.842,379,205,9,2,375,5,365,2.21E-67,214,378,1.0026455026455,"<=>"
3293,"SYNPCC7942_RS05635","b3833",34.081,223,146,1,7,228,23,245,7.16E-45,147,233,0.957081545064378,"<=>"
3297,"SYNPCC7942_RS05640","b3702",39.866,449,250,7,28,460,5,449,3.32E-111,334,482,0.931535269709543,"<=>"
3303,"SYNPCC7942_RS05655","b3141",34.804,204,125,3,24,223,43,242,4.86E-30,109,243,0.839506172839506,"<=>"
3305,"SYNPCC7942_RS05660","b0634",34.426,366,180,8,62,418,51,365,7.83E-51,172,421,0.869358669833729,"<=>"
3307,"SYNPCC7942_RS05665","b2113",43.695,341,188,2,6,346,15,351,1.09E-94,284,361,0.944598337950138,"<=>"
3310,"SYNPCC7942_RS05680","b4000",47.191,89,47,0,1,89,1,89,4.48E-25,87,91,0.978021978021978,"<=>"
3339,"SYNPCC7942_RS05700","b2594",41.121,321,167,6,1,307,1,313,4.51E-68,213,313,1.02555910543131,"<=>"
3345,"SYNPCC7942_RS05720","b2926",43.108,399,211,5,5,402,2,385,4.39E-101,302,402,0.992537313432836,"<=>"
3361,"SYNPCC7942_RS05750","b4202",52.113,71,31,1,3,70,4,74,2.43E-18,68.6,71,1,"<=>"
3365,"SYNPCC7942_RS05770","b3244",36.142,451,271,8,47,488,37,479,8.64E-72,233,489,0.922290388548057,"<=>"
3466,"SYNPCC7942_RS05865","b1654",44.554,101,56,0,7,107,6,106,2.14E-31,104,107,0.94392523364486,"<=>"
3469,"SYNPCC7942_RS05870","b0435",30.233,86,52,2,1,79,1,85,1.66E-10,50.1,85,1.01176470588235,"<=>"
3534,"SYNPCC7942_RS06000","b2746",50,156,78,0,4,159,1,156,3.54E-46,145,160,0.975,"<=>"
3535,"SYNPCC7942_RS06010","b0657",24.583,480,318,19,4,457,27,488,4.08E-21,93.2,482,0.995850622406639,"<=>"
3548,"SYNPCC7942_RS06090","b3857",27.807,187,126,5,3,187,7,186,1.68E-13,63.2,194,0.963917525773196,"<=>"
3551,"SYNPCC7942_RS06100","b3648",42.623,183,103,1,1,181,1,183,3.9E-54,168,183,1,"<=>"
3553,"SYNPCC7942_RS06115","b2564",61.803,233,89,0,4,236,6,238,1.79E-101,292,240,0.970833333333333,"<=>"
3555,"SYNPCC7942_RS06135","b0116",33.902,469,291,7,1,467,1,452,2.69E-76,244,479,0.979123173277662,"<=>"
3569,"SYNPCC7942_RS06180","b4539",62.651,83,31,0,3,85,2,84,7.92E-38,119,87,0.954022988505747,"<=>"
3570,"SYNPCC7942_RS06185","b2017",42.169,83,48,0,1,83,1,83,1.29E-20,75.1,84,0.988095238095238,"<=>"
3571,"SYNPCC7942_RS06220","b1710",42.857,182,81,1,8,166,1,182,2.08E-51,159,167,1.08982035928144,"<=>"
3573,"SYNPCC7942_RS06250","b3185",71.795,78,22,0,1,78,1,78,3.53E-32,104,88,0.886363636363636,"<=>"
3606,"SYNPCC7942_RS06260","b3166",36.949,295,157,8,5,280,13,297,3.84E-45,152,294,1.00340136054422,"<=>"
3615,"SYNPCC7942_RS06290","b3638",35.945,217,126,3,17,230,10,216,8.08E-41,137,244,0.889344262295082,"<=>"
3620,"SYNPCC7942_RS06305","b2828",28.014,282,175,8,9,267,6,282,4.15E-29,109,289,0.975778546712803,"<=>"
3622,"SYNPCC7942_RS06330","b2206",29.433,812,443,18,16,721,39,826,1.24E-103,333,729,1.11385459533608,"<=>"
3956,"SYNPCC7942_RS06410","b3064",44.214,337,178,4,4,338,3,331,4.91E-88,265,349,0.965616045845272,"<=>"
3961,"SYNPCC7942_RS06435","b2302",31.068,206,114,5,1,181,1,203,1.07E-22,87.8,184,1.1195652173913,"<=>"
3972,"SYNPCC7942_RS06460","b3919",40.891,247,136,3,1,238,1,246,1.69E-60,188,242,1.02066115702479,"<=>"
3979,"SYNPCC7942_RS06485","b2954",44.162,197,100,5,1,188,1,196,1.19E-43,141,197,1,"<=>"
3981,"SYNPCC7942_RS06495","b0688",25.911,494,311,17,14,464,40,521,2.05E-19,87.8,484,1.02066115702479,"<=>"
3983,"SYNPCC7942_RS06520","b4167",29.522,481,303,12,28,493,35,494,2.47E-31,124,511,0.941291585127201,"<=>"
3987,"SYNPCC7942_RS06535","b1920",27.004,237,146,8,38,258,34,259,8.43E-16,72,260,0.911538461538462,"<=>"
3992,"SYNPCC7942_RS06540","b1716",59.459,111,45,0,1,111,1,111,3.53E-32,107,116,0.956896551724138,"<=>"
3993,"SYNPCC7942_RS06545","b1717",38.462,65,40,0,1,65,1,65,5.44E-08,42,66,0.984848484848485,"<=>"
3997,"SYNPCC7942_RS06565","b0781",46.462,325,173,1,4,327,5,329,2.51E-103,303,327,0.99388379204893,"<=>"
3999,"SYNPCC7942_RS06570","b0785",33.557,149,94,3,11,156,3,149,5.55E-21,80.9,165,0.903030303030303,"<=>"
4003,"SYNPCC7942_RS06585","b0827",37.356,348,204,8,2,349,7,340,7.4E-59,194,403,0.863523573200993,"<=>"
4004,"SYNPCC7942_RS06600","b4235",25.547,411,260,14,40,421,32,425,1.56E-17,81.3,446,0.92152466367713,"<=>"
4009,"SYNPCC7942_RS06615","b1713",36.627,830,469,20,1,809,1,794,2.83E-143,439,810,1.02469135802469,"<=>"
4027,"SYNPCC7942_RS06650","b2912",31.073,177,110,5,20,186,6,180,4.12E-15,67,189,0.936507936507936,"<=>"
4039,"SYNPCC7942_RS06675","b2180",44.09,533,282,10,2,527,4,527,4.18E-138,407,536,0.994402985074627,"<=>"
4193,"SYNPCC7942_RS06690","b3384",49.102,334,164,2,1,332,1,330,7.2E-109,318,337,0.991097922848665,"<=>"
4194,"SYNPCC7942_RS06700","b2157",32.759,290,187,4,3,290,2,285,1.6E-41,143,323,0.897832817337461,"<=>"
4325,"SYNPCC7942_RS06715","b1866",48.653,594,285,12,1,587,1,581,0,547,599,0.991652754590985,"<=>"
4340,"SYNPCC7942_RS06735","b1858",35.345,232,134,3,1,231,4,220,7.31E-41,137,245,0.946938775510204,"<=>"
4436,"SYNPCC7942_RS06765","b3635",37.993,279,162,4,1,279,1,268,8.35E-53,170,282,0.98936170212766,"<=>"
4441,"SYNPCC7942_RS06775","b4052",44.898,441,233,7,16,448,27,465,2.95E-127,374,454,0.97136563876652,"<=>"
4450,"SYNPCC7942_RS06810","b2777",33.182,220,119,6,13,205,4,222,5.69E-31,110,206,1.06796116504854,"<=>"
4452,"SYNPCC7942_RS06815","b0444",35.16,219,124,5,1,210,1,210,1.96E-36,125,231,0.948051948051948,"<=>"
4453,"SYNPCC7942_RS06820","b1812",39.333,450,243,6,25,463,22,452,1.05E-92,285,465,0.967741935483871,"<=>"
4457,"SYNPCC7942_RS06825","b1096",31.441,229,147,4,16,235,11,238,1.69E-22,90.5,264,0.867424242424242,"<=>"
4462,"SYNPCC7942_RS06860","b2053",70.799,363,96,1,4,356,3,365,0,561,363,1,"<=>"
4466,"SYNPCC7942_RS06865","b2282",36.416,346,191,5,20,364,4,321,1.45E-71,223,372,0.93010752688172,"<=>"
4476,"SYNPCC7942_RS06880","b2279",38,100,60,1,3,102,2,99,3.53E-19,72.8,103,0.970873786407767,"<=>"
4477,"SYNPCC7942_RS06885","b1380",54.268,328,150,0,1,328,1,328,9.16E-134,380,331,0.990936555891238,"<=>"
4485,"SYNPCC7942_RS06905","b2293",32.195,205,130,6,3,206,4,200,7.22E-15,68.2,230,0.891304347826087,"<=>"
4489,"SYNPCC7942_RS06910","b4069",54.219,640,281,6,20,654,11,643,0,697,656,0.975609756097561,"<=>"
4498,"SYNPCC7942_RS06920","b1828",29.88,415,277,3,22,429,15,422,8.55E-43,155,498,0.833333333333333,"<=>"
4587,"SYNPCC7942_RS06985","b1242",36.321,212,126,4,2,213,7,209,4.98E-37,126,232,0.913793103448276,"<=>"
4590,"SYNPCC7942_RS06990","b3930",24.667,300,206,7,12,297,12,305,2.26E-13,66.2,303,0.99009900990099,"<=>"
4591,"SYNPCC7942_RS07005","b0472",43.523,193,107,2,9,199,7,199,5.23E-55,171,200,0.965,"<=>"
4592,"SYNPCC7942_RS07015","b3816",26.349,315,193,12,74,372,24,315,8.1E-14,68.6,387,0.813953488372093,"<=>"
4594,"SYNPCC7942_RS07020","b4019",32.317,1213,745,23,16,1189,16,1191,0,577,1190,1.01932773109244,"<=>"
4601,"SYNPCC7942_RS07045","b3650",40.476,714,381,11,47,755,25,699,0,540,764,0.93455497382199,"<=>"
4603,"SYNPCC7942_RS07060","b3256",56.18,445,192,3,3,446,2,444,2.03E-170,483,453,0.98233995584989,"<=>"
4609,"SYNPCC7942_RS07070","b4391",38.837,533,319,4,18,549,21,547,9.08E-124,375,641,0.831513260530421,"<=>"
4784,"SYNPCC7942_RS07080","b4226",39.634,164,94,4,1,159,1,164,6E-31,107,170,0.964705882352941,"<=>"
4787,"SYNPCC7942_RS07115","b1103",57.658,111,46,1,1,110,1,111,2.61E-39,124,114,0.973684210526316,"<=>"
4788,"SYNPCC7942_RS07120","b3765",47.151,509,242,10,9,510,10,498,3E-145,424,512,0.994140625,"<=>"
4797,"SYNPCC7942_RS07180","b0212",42.366,262,136,4,1,258,1,251,6.88E-64,197,258,1.01550387596899,"<=>"
4805,"SYNPCC7942_RS07185","b3912",41.593,226,124,4,2,221,3,226,7.01E-38,129,229,0.986899563318777,"<=>"
4946,"SYNPCC7942_RS07215","b0074",48.948,523,249,5,9,529,4,510,1.86E-157,456,540,0.968518518518519,"<=>"
5045,"SYNPCC7942_RS07240","b2276",35.073,479,283,12,20,485,14,477,2.37E-72,235,521,0.919385796545106,"<=>"
5054,"SYNPCC7942_RS07270","b2457",55.682,88,37,1,4,91,3,88,2.98E-24,85.5,102,0.862745098039216,"<=>"
5056,"SYNPCC7942_RS07275","b2456",36.842,95,60,0,1,95,1,95,5.89E-17,67,99,0.95959595959596,"<=>"
5063,"SYNPCC7942_RS07305","b0522",30.084,359,218,7,9,367,1,326,6.77E-41,145,395,0.908860759493671,"<=>"
5069,"SYNPCC7942_RS07330","b3958",36.905,336,195,9,11,341,6,329,2.26E-58,189,352,0.954545454545455,"<=>"
5070,"SYNPCC7942_RS07340","b2264",33.146,534,310,17,16,532,6,509,2.23E-62,212,582,0.917525773195876,"<=>"
5072,"SYNPCC7942_RS07360","b2277",42.202,436,232,6,69,493,68,494,3.8E-96,298,533,0.818011257035647,"<=>"
5079,"SYNPCC7942_RS07365","b0003",33.808,281,171,6,3,271,2,279,2.13E-42,145,306,0.918300653594771,"<=>"
5080,"SYNPCC7942_RS07385","b3137",34.535,333,168,9,1,332,1,284,9.75E-51,168,357,0.932773109243698,"<=>"
5086,"SYNPCC7942_RS07410","b0750",42.122,311,170,5,20,320,33,343,1.09E-79,243,320,0.971875,"<=>"
5087,"SYNPCC7942_RS07415","b0179",31.534,352,226,5,1,351,4,341,1.14E-51,172,355,0.991549295774648,"<=>"
5153,"SYNPCC7942_RS07430","b4389",45.648,471,236,6,1,466,1,456,1.17E-132,389,478,0.985355648535565,"<=>"
5155,"SYNPCC7942_RS07435","b3405",43.043,230,125,4,7,233,6,232,1.95E-54,172,244,0.942622950819672,"<=>"
5186,"SYNPCC7942_RS07440","b1090",38.372,344,202,6,1,336,1,342,1.41E-63,203,346,0.994219653179191,"<=>"
5187,"SYNPCC7942_RS07445","b1091",42.415,323,175,4,10,331,5,317,2.27E-86,260,335,0.964179104477612,"<=>"
5188,"SYNPCC7942_RS07450","b1092",41.869,289,152,8,1,275,1,287,1.66E-52,171,293,0.986348122866894,"<=>"
5206,"SYNPCC7942_RS07565","b3465",30.952,168,112,3,9,175,22,186,9.71E-17,71.6,184,0.91304347826087,"<=>"
5207,"SYNPCC7942_RS07570","b2023",41.294,201,109,8,6,205,2,194,8.47E-42,137,217,0.926267281105991,"<=>"
5209,"SYNPCC7942_RS07585","b0085",41.532,496,261,7,2,484,5,484,1.58E-99,305,497,0.997987927565392,"<=>"
5213,"SYNPCC7942_RS07595","b4557",65.217,69,24,0,4,72,11,79,2.81E-29,97.1,82,0.841463414634146,"<=>"
5214,"SYNPCC7942_RS07600","b3296",43.269,208,108,2,1,200,1,206,1.13E-49,157,202,1.02970297029703,"<=>"
5216,"SYNPCC7942_RS07610","b0934",32.955,264,156,6,17,276,5,251,1.64E-23,93.6,278,0.949640287769784,"<=>"
5408,"SYNPCC7942_RS07630","b2781",42.578,256,140,3,23,273,6,259,4.54E-64,199,279,0.917562724014337,"<=>"
5425,"SYNPCC7942_RS07690","b0073",50.7,357,172,4,1,355,1,355,4.72E-124,358,365,0.978082191780822,"<=>"
5429,"SYNPCC7942_RS07715","b1133",39.167,360,204,7,2,349,6,362,2.02E-83,255,357,1.00840336134454,"<=>"
5432,"SYNPCC7942_RS07720","b1922",32.444,225,131,8,39,253,23,236,1.01E-19,82.4,259,0.868725868725869,"<=>"
5437,"SYNPCC7942_RS07735","b0173",43.069,404,220,3,1,400,1,398,1.47E-106,317,402,1.00497512437811,"<=>"
5438,"SYNPCC7942_RS07740","b1135",55.676,185,73,3,4,187,40,216,2.21E-61,187,199,0.92964824120603,"<=>"
5453,"SYNPCC7942_RS07765","b2020",42.079,404,222,6,33,432,35,430,2.68E-94,288,434,0.930875576036866,"<=>"
5454,"SYNPCC7942_RS07770","b0023",34.884,86,49,2,1,86,1,79,1.8E-07,42.4,98,0.877551020408163,"<=>"
5455,"SYNPCC7942_RS07775","b1100",38.889,270,150,6,1,263,1,262,9.94E-52,167,265,1.0188679245283,"<=>"
5464,"SYNPCC7942_RS07795","b3871",54.855,587,260,2,5,588,5,589,0,640,597,0.983249581239531,"<=>"
5488,"SYNPCC7942_RS07825","b0763",39.916,238,131,5,38,268,24,256,6.48E-42,141,271,0.878228782287823,"<=>"
5489,"SYNPCC7942_RS07830","b0764",42.105,190,101,3,7,189,3,190,7.1E-32,113,221,0.85972850678733,"<=>"
5501,"SYNPCC7942_RS07835","b0724",27.004,237,149,11,6,234,1,221,1.2E-13,65.5,253,0.936758893280632,"<=>"
5504,"SYNPCC7942_RS07865","b2895",45.833,168,88,2,4,169,3,169,1.34E-50,157,170,0.988235294117647,"<=>"
5510,"SYNPCC7942_RS07905","b1184",48.219,421,208,6,1,411,1,421,1.28E-128,374,418,1.00717703349282,"<=>"
5514,"SYNPCC7942_RS07920","b1266",31.373,255,161,5,26,268,7,259,2.4E-32,118,297,0.858585858585859,"<=>"
5524,"SYNPCC7942_RS07970","b2099",27.687,307,175,12,6,272,2,301,1.88E-13,66.6,298,1.03020134228188,"<=>"
5525,"SYNPCC7942_RS08000","b2501",34.655,681,387,16,30,692,7,647,8.36E-133,405,731,0.931600547195622,"<=>"
5526,"SYNPCC7942_RS08020","b0484",43.593,757,393,13,3,747,99,833,0,542,747,1.01338688085676,"<=>"
5550,"SYNPCC7942_RS08050","b0155",41.371,423,238,4,32,446,35,455,2.84E-85,266,463,0.913606911447084,"<=>"
5552,"SYNPCC7942_RS08055","b1876",48.288,584,286,7,6,584,5,577,0,553,584,1,"<=>"
5553,"SYNPCC7942_RS08060","b3839",33.61,241,149,5,43,274,9,247,7.25E-33,118,279,0.863799283154122,"<=>"
5554,"SYNPCC7942_RS08080","b3706",38.013,463,267,9,7,462,5,454,1.58E-81,256,462,1.0021645021645,"<=>"
5592,"SYNPCC7942_RS08145","b0185",54.313,313,140,1,11,320,5,317,3.17E-121,348,327,0.957186544342508,"<=>"
5608,"SYNPCC7942_RS08155","b2153",39.326,178,87,2,42,208,54,221,1.16E-35,122,213,0.835680751173709,"<=>"
5609,"SYNPCC7942_RS08160","b1464",28.522,291,172,9,5,262,5,292,2.78E-23,93.2,264,1.10227272727273,"<=>"
5610,"SYNPCC7942_RS08175","b2532",29.915,234,154,4,2,229,4,233,1.47E-26,100,245,0.955102040816326,"<=>"
5612,"SYNPCC7942_RS08205","b2049",57.505,473,194,3,2,468,6,477,0,547,469,1.00852878464819,"<=>"
5613,"SYNPCC7942_RS08215","b1602",47.097,465,234,5,6,466,6,462,1.91E-131,385,470,0.98936170212766,"<=>"
5616,"SYNPCC7942_RS08235","b3703",55.814,43,19,0,3,45,2,44,0.000161,32,45,0.955555555555556,"<=>"
5624,"SYNPCC7942_RS08285","b1662",34.404,218,126,7,1,207,1,212,4.74E-30,108,219,0.995433789954338,"<=>"
5737,"SYNPCC7942_RS08430","b3945",43.611,360,198,5,24,381,3,359,4.49E-86,263,398,0.904522613065327,"<=>"
5740,"SYNPCC7942_RS08445","b3942",57.497,727,289,7,2,719,10,725,0,810,720,1.00972222222222,"<=>"
5741,"SYNPCC7942_RS08460","b0578",30.097,206,125,4,15,207,10,209,8.46E-26,97.1,215,0.958139534883721,"<=>"
5743,"SYNPCC7942_RS08475","b0526",44.65,486,231,11,3,477,2,460,9.05E-122,361,478,1.01673640167364,"<=>"
5752,"SYNPCC7942_RS08500","b0088",30.217,460,285,14,6,461,11,438,4.69E-42,152,463,0.993520518358531,"<=>"
5755,"SYNPCC7942_RS08505","b0698",39.029,515,307,4,44,552,43,556,1.82E-109,335,556,0.926258992805755,"<=>"
5756,"SYNPCC7942_RS08510","b0697",57.994,688,272,8,18,696,3,682,0,711,696,0.988505747126437,"<=>"
5760,"SYNPCC7942_RS08515","b0696",42.408,191,102,4,3,190,1,186,5.26E-34,117,203,0.940886699507389,"<=>"
5858,"SYNPCC7942_RS08570","b2424",47.881,236,123,0,40,275,37,272,1.61E-71,218,278,0.848920863309353,"<=>"
5872,"SYNPCC7942_RS08585","b2423",50.769,260,128,0,25,284,22,281,3.39E-90,267,286,0.909090909090909,"<=>"
5913,"SYNPCC7942_RS08610","b2013",24.796,367,225,12,46,384,9,352,3.16E-10,57.8,386,0.950777202072539,"<=>"
5915,"SYNPCC7942_RS08615","b4351",36.013,311,180,7,1,300,1,303,8.92E-54,174,303,1.02640264026403,"<=>"
5926,"SYNPCC7942_RS08635","b3439",44.828,232,119,4,16,245,4,228,1.36E-60,187,246,0.943089430894309,"<=>"
5929,"SYNPCC7942_RS08650","b1663",29.348,460,301,5,8,454,6,454,3.05E-50,174,464,0.991379310344828,"<=>"
5931,"SYNPCC7942_RS08655","b2052",58.252,309,120,2,6,305,5,313,1.59E-129,369,314,0.984076433121019,"<=>"
5941,"SYNPCC7942_RS08725","b2498",41.315,213,118,5,5,216,1,207,3.02E-52,164,217,0.981566820276498,"<=>"
5970,"SYNPCC7942_RS08735","b4467",34.048,420,237,10,16,430,20,404,1.26E-67,218,435,0.96551724137931,"<=>"
5976,"SYNPCC7942_RS08745","b1136",51.368,475,170,6,1,473,1,416,1.32E-163,466,475,1,"<=>"
5981,"SYNPCC7942_RS08765","b3917",45.779,308,163,4,57,361,23,329,2.54E-91,274,361,0.853185595567867,"<=>"
5984,"SYNPCC7942_RS08780","b1439",40.812,468,272,4,15,480,4,468,2.18E-112,337,483,0.968944099378882,"<=>"
5999,"SYNPCC7942_RS08785","b0027",31.507,146,93,3,17,156,20,164,2.71E-17,71.6,163,0.895705521472393,"<=>"
6003,"SYNPCC7942_RS08830","b1683",64.301,479,155,3,13,479,21,495,0,656,479,1,"<=>"
6005,"SYNPCC7942_RS08835","b1682",61.885,244,93,0,9,252,1,244,4.89E-112,320,261,0.934865900383142,"<=>"
6086,"SYNPCC7942_RS08840","b1681",32.527,372,246,3,54,423,40,408,2.43E-56,189,442,0.841628959276018,"<=>"
6091,"SYNPCC7942_RS08850","b3292",30.657,137,89,2,17,152,1,132,1.19E-20,79.3,153,0.895424836601307,"<=>"
6094,"SYNPCC7942_RS08855","b3972",27.964,329,184,10,17,295,5,330,1.42E-22,92.8,301,1.09302325581395,"<=>"
6095,"SYNPCC7942_RS08860","b0091",36.229,472,263,9,10,463,20,471,1.77E-63,211,478,0.98744769874477,"<=>"
6125,"SYNPCC7942_RS08920","b4012",25.373,134,70,4,24,153,29,136,0.000754,35,154,0.87012987012987,"<=>"
6127,"SYNPCC7942_RS08925","b3258",25,500,305,15,1,477,1,453,9.14E-12,64.3,593,0.843170320404722,"<=>"
6129,"SYNPCC7942_RS08935","b2517",36.339,366,209,7,1,350,1,358,4.79E-73,229,361,1.01385041551247,"<=>"
6136,"SYNPCC7942_RS08975","b0734",27.596,366,222,8,11,336,10,372,1.63E-36,132,343,1.06705539358601,"<=>"
6138,"SYNPCC7942_RS08980","b0978",35.573,506,252,13,15,452,3,502,1.52E-79,253,470,1.07659574468085,"<=>"
6140,"SYNPCC7942_RS09000","b2610",48.018,454,228,4,1,448,1,452,1.38E-139,406,485,0.936082474226804,"<=>"
6142,"SYNPCC7942_RS09005","b2609",33.766,77,47,1,1,73,1,77,2E-11,51.6,82,0.939024390243902,"<=>"
6144,"SYNPCC7942_RS09020","b0660",49.511,307,148,3,15,315,19,324,1.41E-86,261,321,0.956386292834891,"<=>"
6147,"SYNPCC7942_RS09040","b2616",33.333,549,348,10,1,543,1,537,4.2E-80,259,581,0.944922547332186,"<=>"
6155,"SYNPCC7942_RS09080","b2529",28.148,135,75,4,10,141,3,118,8.83E-12,56.2,160,0.84375,"<=>"
6158,"SYNPCC7942_RS09095","b3387",36.09,266,143,10,13,257,8,267,8.69E-39,134,263,1.01140684410646,"<=>"
6159,"SYNPCC7942_RS09100","b0837",39.607,356,195,8,55,402,24,367,1.86E-73,231,411,0.8661800486618,"<=>"
6160,"SYNPCC7942_RS09105","b0369",52.978,319,143,3,5,322,6,318,1.81E-106,311,326,0.978527607361963,"<=>"
6164,"SYNPCC7942_RS09115","b2379",38.542,384,232,2,4,386,10,390,2.91E-103,308,392,0.979591836734694,"<=>"
6171,"SYNPCC7942_RS09120","b2620",43.791,153,86,0,2,154,6,158,3.59E-41,132,154,0.993506493506493,"<=>"
6173,"SYNPCC7942_RS09140","b2730",43.787,338,180,4,13,343,2,336,1.24E-82,251,343,0.985422740524781,"<=>"
6179,"SYNPCC7942_RS09175","b2480",47.333,150,79,0,2,151,3,152,3.84E-48,150,157,0.955414012738854,"<=>"
